ХОТ-ДОГ,t
АЛКАШ,f
ШТРУДЕЛЬ,t
ЛОДКА,f
ОБУВЬ,f
ВОБЛА,t
АЗБУКА,f
АЙРАН,t
НОЖНИЦЫ,f
РАВИОЛИ,t
ИППОДРОМ,f
СУШИ,t
ИНТЕРНАТ,f
ТАБАК,f
МАКАРОНЫ,t
КОЛЬРАБИ,t
ИНТЕРНЕТ,f
КАБАЧОК,t
СПАРЖА,t
ВИДЕОКАССЕТА,f
ДИСК,f
АЛЬБОМ,f
ТЕЛЕВИЗОР,f
СТАТУЯ,f
ЯЧМЕНЬ,t
КУСКУС,t
СТЕНА,f
АРАХИС,t
СТЕКЛО,f
ЦВЕТОК,f
КАЛЬМАР,t
РУБИЛЬНИК,f
КАРТОФЕЛЬ,t
ЛОКОТЬ,f
ЭЧПОЧМАК,t
ИНВЕНТАРЬ,f
ИГУАНА,f
СНЕГОПАД,f
ЯНТАРЬ,f
РАК,t
КИРПИЧ,f
ДОЛМА,t
КОМПЬЮТЕР,f
НАПЕРСТОК,f
ЛАК,f
МИРЕНГИ,t
АДЖИКА,t
ЛАГМАН,t
НОЖ,f
ЖАРКОЕ,t
ЕЖЕДНЕВНИК,f
КРЕНДЕЛЬ,t
УСЫ,f
СЫРНИК,t
КРОВАТЬ,f
ТАРЕЛКА,f
ЛАВАШ,t
ШАЛАШ,f
ШАРЛОТКА,t
ЛАЗАНЬЯ,t
ЯЩИК,f
КОМПОТ,t
ТУМБА,f
РАКУШКА,f
СОТЕЙНИК,f
КУКУРУЗА,t
АРФА,f
АРТИШОК,t
КИЯНКА,f
СКАЛКА,f
СЕНО,f
ИГРУШКА,f
УДОЧКА,f
АНТРЕКОТ,t
ТАЗ,f
ЗРАЗЫ,t
ЗОНТ,f
ТОМАТ,t
ТЕНТ,f
СТУЛ,f
ЛУК,t
КАСТРЮЛЯ,f
ЯГОДЫ,t
ДИПЛОМ,f
МОРС,t
СВЕЧА,f
НОУТБУК,f
КАРАМЕЛЬ,t
МЮСЛИ,t
ЗАМОК,f
КАША,t
КРУАСАН,t
УЧЕБНИК,f
АППЛИКАЦИЯ,f
ЯБЛОКО,t
АНТРЕСОЛЬ,f
ЛЬЕЗОН,t
НОМЕР,f
ЛИНОЛЕУМ,f
МАСКАРПОНЕ,t
ЕЛЬ,f
РИЗОТТО,t
ОКНО,f
ЦАПЛЯ,f
ТАН,t
ОДЕЯЛО,f
ОМЛЕТ,t
РОГАЛИК,t
УТЮГ,f
КУЛЕБЯКА,t
СКУМБРИЯ,t
РУЛЕТ,t
СМЫЧОК,f
КРЕВЕТКИ,t
АРКА,f
АНЧОУС,t
САНИ,f
ИКРА,t
ЛЕЧО,t
ЛАКРИЦА,t
СТЕРЛЯДЬ,t
ДРОБОВИК,f
АРБАЛЕТ,f
НОС,f
САЛАТ,t
РАГУ,t
КУМЫС,t
КАРНАВАЛ,f
ЛОСОСЬ,t
СЛАЙД,f
ДИЧЬ,t
ЧУЧЕЛО,f
ОЛИВЬЕ,t
ЖЮЛЬЕН,t
КУЛИЧ,t
ЧЕМОДАН,f
МОЧАЛКА,f
УРЮК,t
КРУЖКА,f
КЫСТЫБЫЙ,t
АРМАТУРА,f
ЛАНГУСТ,f
ТОРМОЗ,f
ЛИВЕР,t
РУЛЬ,f
КОЛЕСО,f
ЛАТУК,t
КОВЕР,f
УСТАВ,f
ВАРЕНЬЕ,t
ЕПАНЧА,f
ОЛАДЬИ,t
СКОВОРОДА,f
МОЛОКО,t
ТЕКИЛА,t
ИЗБА,f
ВЕШАЛКА,f
ЧАК-ЧАК,t
КУРАБЬЕ,t
НОВОСТЬ,f
ТЕСТО,t
ОВОЩИ,t
ИГЛА,f
ЗУБ,f
БАРАНИНА,t
АМФОРА,f
КАРТОН,f
ПЕЛЬМЕНИ,t
ТЕЛЯТИНА,t
КРОТ,f
ЛАМПА,f
АРЕНА,f
АВОКАДО,t
ЦЕПЬ,f
ПЕРЕЦ,t
ЦИНОВКА,f
АТТЕСТАТ,f
ОБРУЧ,f
ЧЕСНОК,t
ЧЕБУРЕК,t
КОШЕЛЕК,f
КАЧЕЛИ,f
ИНДЕЙКА,t
АСТРА,f
ЗЕБРА,f
АЛЬЯНС,f
СОУС,t
СКАМЕЙКА,f
ЛИКЕР,t
КЛАВИАТУРА,f
КАСКА,f
АЧМА,t
ЦЕДРА,t
АККОРДЕОН,f
ОРЕХ,t
ХРЕН,t
ПРЫЩ,f
КЛУБНИКА,t
АВТОМАТ,f
ТУЛУП,f
ПЛОВ,t
ВЕДРО,f
ОКРОШКА,t
РЕПА,t
АКРОПОЛЬ,f
НАБОЙКА,f
ТИМЬЯН,t
ЦИКОРИЙ,t
ЗАБОР,f
ИЗУМРУД,f
АПТЕКА,f
НАСТУРЦИЯ,f
ИЛЛЮЗИЯ,f
КОМОД,f
АКРОБАТ,f
РУБЕЦ,t
РОСТБИФ,t
ФАКЕЛ,f
КУКЛА,f
АНИС,t
СВЕТ,f
ТЕФТЕЛИ,t
ИЛЛЮМИНАТОР,f
РЕДЬКА,t
АНТЕННА,f
ТЕЛЕБАШНЯ,f
ОКУЛЯР,f
ТАНЕЦ,f
ЦУККИНИ,t
ТКЕМАЛИ,t
ТРАКТОР,f
УЛЕЙ,f
НЕБО,f
АЛЕБАСТР,f
РАТАТУЙ,t
ДЕРЕВО,f
ИРОНИЯ,f
МАРАКУЙЯ,t
НАРУЧНИКИ,f
НОСКИ,f
АНАЛЬГИН,t
ЗУБР,t
НИКОТИН,f
АРМИЯ,f
ПРОСТОКВАША,t
АНТУРАЖ,f
ЖЕРДЕЛЬ,t
ЛОКОМОТИВ,f
ВИНЕГРЕТ,t
ТУШЬ,f
ЛЯГУШКА,t
ИСТРЕБИТЕЛЬ,f
ВИЛКА,f
ЗУБАТКА,t
СЫР,t
РОЛИКИ,f
CТУЛ,f
ЦЕППЕЛИН,f
ГРОМОФОН,f
ПИЦЦА,t
САРАЙ,f
КОЛБАСА,t
АСБЕСТ,f
ТАНК,f
ИЗЮМ,t
МИНА,f
МИКСЕР,f
СЕРП,f
ПИРОГ,t
ГИРЛЯНДА,f
НОГОТЬ,f
НАВАГА,t
СЕКАТОР,f
ТОПОР,f
СКЕЙТ,f
ТАРТАЛЕТКИ,t
ИГРА,f
САМОЛЕТ,f
ОЧАГ,f
ГОВЯДИНА,t
АВАТАР,f
ФОТО,f
АВРОРА,f
АДАПТЕР,f
РОМ,t
МОТОЦИКЛ,f
ЦОКОЛЬ,f
ЯЗЫК,f
КОСТЕР,f
УЛИЦА,f
ТАХТА,f
КОНИНА,t
ВОДКА,t
САРАФАН,f
ТЕФЛОН,f
ЧЕРЕШНЯ,t
РАССОЛЬНИК,t
КНИГА,f
ТОПАЗ,f
ЗИРА,t
САБЛЯ,f
МЯСО,t
ОБОИ,f
АЗИМУТ,f
ЛЫЖИ,f
ОМУТ,f
АЛЬФОНС,f
АНТРОПОЛОГИЯ,f
КИНЖАЛ,f
РУККОЛА,t
ТАПИОКА,t
ШИФОНЬЕР,f
АНГАР,f
РОЛЛ,t
ЛЮСТРА,f
ЖИМОЛОСТЬ,t
АБСЕНТ,t
ТЕМПУРА,t
ЛОБСТЕР,t
РАРИТЕТ,f
ЯИЧНИЦА,t
ЦУКАТ,t
АТМОСФЕРА,f
РОЗМАРИН,t
САКВОЯЖ,f
РОМ-БАБА,t
КАПУСТА,t
АЛМАЗ,f
ВИНОГРАД,t
ДОСКА,f
СОСКА,f
ГОРОХ,t
ХИРУРГ,f
ГУЛЯШ,t
ШЛЯПА,f
КАНАПЕ,t
ЕНОТ,f
ТРАНЗИСТОР,f
УЗДА,f
САМОВАР,f
РАФИНАД,t
ДОМ,f
ИНЖИР,t
РАЗУМ,f
МОНЕТА,f
КОРАБЛЬ,f
КИНЗА,t
ЛЕЗВИЕ,f
ЕДА,t
КОФЕ,t
ЕЛЕЙ,t
ТОСКА,f
КОБУРА,f
АГАР,t
РАСТЕГАЙ,t
ЙОШКАР-ОЛА,f
АФРИКАНЕЦ,f
АНЕКДОТ,f
ТИС,f
САЦИВИ,t
АГАТ,f
АКТРИСА,f
НОСИЛКИ,f
РОМБ,f
БАТОН,t
ДЖЕМ,t
МОЛОТОК,f
УДОД,f
АМЕТИСТ,f
ГРАБЛИ,f
МОНОКЛЬ,f
ШАР,f
СВОРА,f
КРЕСЛО,f
АВИАЛАЙНЕР,f
ИКОНА,f
БРИТВА,f
ШВАБРА,f
СОМЕЛЬЕ,f
ЛИСИЧКИ,t
ИСТОЧНИК,f
КОВРИЖКА,t
ВЛАЖНОСТЬ,f
ЧЕРЕП,f
ЦЕРКОВЬ,f
ДИРИЖАБЛЬ,f
МОРОЗ,f
ЗЕФИР,t
ГАЛОШИ,f
СЕЛЬДЬ,t
ДОМИНО,f
ОКУНЬ,t
РУПОР,f
ИВА,f
ЗЕМЛЯ,f
ЯКМЫШ,t
НАФТАЛИН,f
МАНГО,t
ОЗЕРО,f
ХВОРОСТ,f
ГАМАК,f
КОНЬЯК,t
КУВШИН,f
